ID;type;locale;fr_FR;category;min_value;max_value;step_value;Option1;Option2;Option3;Option4;Option5;Option6;Option7;Option8;Option9;Option10;;
397;OPEN;en_US;What achievement are you most proud of?;9;;;;;;;;;;;;;;;
397;OPEN;es_ES;¿Cuál es el logro del que te sientes más orgulloso?;9;;;;;;;;;;;;;;;
397;OPEN;fr_FR;Quel est l'accomplissement dont vous êtes le plus fier?;9;;;;;;;;;;;;;;;
398;MULTIPLE_CHOICE;en_US;Do you think the switch to the euro has increased the cost of living?;2,8;;;;Yes;No;No idea;I wasn't born;;;;;;;;
398;MULTIPLE_CHOICE;es_ES;¿Crees que el paso al euro ha aumentado el coste de la vida?;2,8;;;;Sí;No;No tengo idea;No había nacido;;;;;;;;
398;MULTIPLE_CHOICE;fr_FR;Pensez-vous que le passage à l'Euro a augmenté le coût de la vie ?;2,8;;;;Oui;Non;Aucune idée;Je n'étais pas né;;;;;;;;
399;OPEN;en_US;If you could have a superpower, what would it be?;5;;;;;;;;;;;;;;;
399;OPEN;es_ES;Si pudieras tener un superpoder, ¿cuál sería?;5;;;;;;;;;;;;;;;
399;OPEN;fr_FR;Si vous pouviez obtenir un super-pouvoir, quel serait-il?;5;;;;;;;;;;;;;;;
400;MULTIPLE_CHOICE;en_US;Do you think Trump is really crazy or, on the contrary, very intelligent?;2;;;;Crazy;Smart;Clever;;;;;;;;;
400;MULTIPLE_CHOICE;es_ES;¿Crees que Trump está realmente loco o, por el contrario, es muy inteligente?;2;;;;Loco;Inteligente;Astuto;;;;;;;;;
400;MULTIPLE_CHOICE;fr_FR;Croyez-vous Trump réellement fou ou au contraire très intelligent ?;2;;;;Fou;Intelligent;Malin;;;;;;;;;
401;MULTIPLE_CHOICE;en_US;Do you think your life contributes positively or negatively to society?;9;;;;Good;Bad;I don't know;;;;;;;;;
401;MULTIPLE_CHOICE;es_ES;¿Crees que tu vida aporta algo positivo o negativo a la sociedad?;9;;;;Bueno;Malo;No sé;;;;;;;;;
401;MULTIPLE_CHOICE;fr_FR;Pensez-vous que votre vie apporte du positif ou du négatif à la société?;9;;;;Bien;Mal;Je ne sais pas;;;;;;;;;
402;MULTIPLE_CHOICE;en_US;Which world power is doing best at the moment?;2;;;;Europe;Japan;Russia;Canada;USA;South America;Middle East;Africa;China;India;;
402;MULTIPLE_CHOICE;es_ES;¿Qué potencia mundial está mejor parada en este momento?;2;;;;Europa;Japón;Rusia;Canadá;EE.UU.;América del Sur;Oriente Medio;África;China;India;;
402;MULTIPLE_CHOICE;fr_FR;Quelle puissance mondiale s'en sort le mieux en ce moment ?;2;;;;Europe;Japon;Russie;Canada;USA;Amérique du Sud;Moyen Orient;Afrique;Chine;Indes;;
403;MULTIPLE_CHOICE;en_US;Do you approve of medical experiments on animals?;3,11;;;;Yes;No;Only for the progress of medicine;It depends on the animals used;;;;;;;;
403;MULTIPLE_CHOICE;es_ES;¿Estás de acuerdo con los experimentos médicos con animales?;3,11;;;;Sí;No;Solo para el progreso de la medicina;Depende de los animales utilizados;;;;;;;;
403;MULTIPLE_CHOICE;fr_FR;Approuvez-vous les expériences médicales sur les animaux ?;3,11;;;;Oui;Non;Seulement pour le progrès de la mèdecine;Ca dépend des animaux utilisés;;;;;;;;
404;MULTIPLE_CHOICE;en_US;Could you have sex with someone who has AIDS?;4,7;;;;Impossible;No but I could;For one night;Several times;;;;;;;;
404;MULTIPLE_CHOICE;es_ES;¿Podrías tener relaciones sexuales con una persona con sida?;4,7;;;;Imposible;No, pero podría;Por una noche;Varias veces;;;;;;;;
404;MULTIPLE_CHOICE;fr_FR;Pourriez-vous avoir une relation sexuelle avec une personne atteinte du sida?;4,7;;;;Impossible;Non mais je pourrais;Pour un soir;Plusieurs fois;;;;;;;;
405;MULTIPLE_CHOICE;en_US;Do you live mainly for yourself or for others?;7,9;;;;Only for me;Mainly for myself;I try to find the right balance;Mainly for others;Only for others;;;;;;;
405;MULTIPLE_CHOICE;es_ES;¿Vives principalmente para ti mismo o para los demás?;7,9;;;;Solo para mí;Principalmente para mí;Intento encontrar el equilibrio adecuado;Principalmente para otros;Solo para otros;;;;;;;
405;MULTIPLE_CHOICE;fr_FR;Vivez-vous principalement pour vous-même ou pour les autres?;7,9;;;;Uniquement pour moi;Principalement pour moi-même;J'essaie de trouver le juste équilibre;Principalement pour les autres;Seulement pour les autres;;;;;;;
406;MULTIPLE_CHOICE;en_US;What makes you cry the most in movies?;6,9;;;;When a character dies;When a character overcomes their weaknesses;When a character makes a family member proud;When a character helps strangers;When life is unfair to one of the characters;They lived happily ever after;When a character gives their life to save another;When evil triumphs;Others;;;
406;MULTIPLE_CHOICE;es_ES;¿Qué es lo que más te hace llorar en las películas?;6,9;;;;Cuando un personaje muere;Cuando un personaje supera sus debilidades;Cuando un personaje hace sentir orgulloso a un miembro de la familia;Cuando un personaje ayuda a extraños;Cuando la vida es injusta con uno de los personajes;Vivieron felices para siempre;Cuando un personaje da su vida para salvar a otro;Cuando el mal triunfa;Otros;;;
406;MULTIPLE_CHOICE;fr_FR;Qu'est-ce qui vous fait pleurer le plus dans les films?;6,9;;;;Quand un personnage meurt;Quand un personnage surmonte ses faiblesses;Quand un personnage rend fier un membre de sa famille;Quand un personnage aide des inconnus;Quand la vie est injuste avec un des personnages;Ils vécurent heureux et eurent beaucoup d'enfants..;Quand un personnage donne sa vie pour sauver celle d'un d'autre;Quand le mal triomphe;Autres;;;
407;MULTIPLE_CHOICE;en_US;Would you rather have one very good friend or lots of friends?;7;;;;A very good friend;Many buddies;;;;;;;;;;
407;MULTIPLE_CHOICE;es_ES;¿Prefieres tener un buen amigo o muchos amigos?;7;;;;Un muy buen amigo;Muchos amigos;;;;;;;;;;
407;MULTIPLE_CHOICE;fr_FR;Préféreriez-vous un très bon ami ou beaucoup de copains?;7;;;;Un très bon ami;Beaucoup de copains;;;;;;;;;;
408;MULTIPLE_CHOICE;en_US;Do you prefer to have sex in the dark or in the light?;4;;;;In the dark;In the light;;;;;;;;;;
408;MULTIPLE_CHOICE;es_ES;¿Prefieres hacer el amor a oscuras o con la luz encendida?;4;;;;En la oscuridad;En la luz;;;;;;;;;;
408;MULTIPLE_CHOICE;fr_FR;Préférez-vous faire l'amour dans le noir ou dans la lumière?;4;;;;Dans le noir;Dans la lumière;;;;;;;;;;
409;MULTIPLE_CHOICE;en_US;Have you ever anonymously reported someone?;7;;;;Never had the chance;I had to do it;Yes for fun;Often;;;;;;;;
409;MULTIPLE_CHOICE;es_ES;¿Alguna vez has denunciado a alguien de forma anónima?;7;;;;Nunca tuve la oportunidad;Tuve que hacerlo;Sí por diversión;A menudo;;;;;;;;
409;MULTIPLE_CHOICE;fr_FR;Avez-vous déjà dénoncé quelqu'un anonymement ?;7;;;;Jamais eu l'occasion;Je devais le faire;Oui pour le plaisir;Souvent;;;;;;;;
410;MULTIPLE_CHOICE;en_US;What position do you sleep in?;4;;;;On the back;On the stomach;On the side;;;;;;;;;
410;MULTIPLE_CHOICE;es_ES;¿En qué posición te duermes?;4;;;;De espaldas;Boca abajo;De lado;;;;;;;;;
410;MULTIPLE_CHOICE;fr_FR;Dans quelle position vous endormez-vous ?;4;;;;Sur le dos;Sur le ventre;Sur le côté;;;;;;;;;
411;MULTIPLE_CHOICE;en_US;Are you sometimes afraid of other people?;7,9;;;;Never;Only some described in the media;I haven't been comfortable with some people several times this year;I think safe people are becoming rarer;Yes, quite often actually;To the point that I don't want to leave my house anymore;;;;;;
411;MULTIPLE_CHOICE;es_ES;¿A veces tienes miedo de los demás?;7,9;;;;Nunca;Solo algunos descritos en los medios;No me he sentido cómodo con algunas personas varias veces este año;Creo que las personas seguras son cada vez más raras;Sí, bastante a menudo en realidad;Hasta el punto de que ya no quiero salir de mi casa;;;;;;
411;MULTIPLE_CHOICE;fr_FR;Avez-vous parfois peur des autres humains?;7,9;;;;Jamais;Seulement certains décrits dans les médias;Je n'ai pas été à l' aise avec certaines personnes plusieurs fois cette année;Je pense que les gens sûrs sont de plus en plus rares;Oui, assez souvent en fait;Au point que je ne veuille plus quitter ma maison;;;;;;
412;MULTIPLE_CHOICE;en_US;Have you ever left without paying?;8;;;;Never;Accidentally;To try;Regularly;;;;;;;;
412;MULTIPLE_CHOICE;es_ES;¿Alguna vez te has ido sin pagar?;8;;;;Nunca;Accidentalmente;Para probar;Regularmente;;;;;;;;
412;MULTIPLE_CHOICE;fr_FR;Etes-vous déjà parti sans payer ?;8;;;;Jamais;Sans faire Exprès;Pour essayer;Régulièrement;;;;;;;;
413;OPEN;en_US;What is your most precious possession?;8,9;;;;;;;;;;;;;;;
413;OPEN;es_ES;¿Cuál es tu bien más preciado?;8,9;;;;;;;;;;;;;;;
413;OPEN;fr_FR;Quelle est votre bien le plus précieux?;8,9;;;;;;;;;;;;;;;
414;MULTIPLE_CHOICE;en_US;In presidential elections, do you prioritize the interests of your country or your own interests?;2;;;;The interest of my country;My personal interest;;;;;;;;;;
414;MULTIPLE_CHOICE;es_ES;En las elecciones presidenciales, ¿antepones los intereses de tu país o los tuyos propios?;2;;;;El interés de mi país;Mi interés personal;;;;;;;;;;
414;MULTIPLE_CHOICE;fr_FR;Aux élections présidentielles, privilégiez-vous l'intérêt de votre pays ou votre intérêt ?;2;;;;L'intérêt de mon pays;Mon intérêt personnel;;;;;;;;;;
415;MULTIPLE_CHOICE;en_US;Are you OK?;5;;;;Yes, great!!;Meh, meh....;;;;;;;;;;
415;MULTIPLE_CHOICE;es_ES;¿Estás bien?;5;;;;¡Sí, genial!;Meh, meh....;;;;;;;;;;
415;MULTIPLE_CHOICE;fr_FR;ça va vous ?;5;;;;Oui, super !!;bof, bof ....;;;;;;;;;;
416;MULTIPLE_CHOICE;en_US;Would you be capable of going to war to defend your country?;2,9;;;;Of course;Only if I'm called;I will try to avoid;I prefer to run away;;;;;;;;
416;MULTIPLE_CHOICE;es_ES;¿Serías capaz de ir a la guerra para defender tu país?;2,9;;;;Por supuesto;Solo si me llaman;Intentaré evitarlo;Prefiero huir;;;;;;;;
416;MULTIPLE_CHOICE;fr_FR;Seriez-vous capable de faire la guerre pour défendre votre pays?;2,9;;;;Bien sûr;Uniquement si je suis appelé;J'essaierai d'éviter;Je préfère encore fuir;;;;;;;;
417;MULTIPLE_CHOICE;en_US;Can a long-distance relationship work?;4;;;;No never;Possible, as long as the two lovers don't meet others;Yes, but it requires a lot of effort;It depends on the strength of love and not the distance;;;;;;;;
417;MULTIPLE_CHOICE;es_ES;¿Puede funcionar una relación a distancia?;4;;;;No nunca;Posible, siempre que los dos amantes no se encuentren con otros;Sí, pero requiere mucho esfuerzo;Depende de la fuerza del amor y no de la distancia;;;;;;;;
417;MULTIPLE_CHOICE;fr_FR;Est-ce qu'une relation à longue distance peut fonctionner?;4;;;;Non jamais;Possible, tant que les deux amoureux ne font pas d'autres rencontres;Oui, mais cela exige beaucoup d'efforts;Cela dépend de la force de l'amour et non de la distance;;;;;;;;
418;STEP_LABELED;en_US;Do you cry when watching a movie or listening to a song?;8,9;;;;Never;Sometimes;Often;All the time;;;;;;;;
418;STEP_LABELED;es_ES;¿Llora cuando ve una película o escucha una canción?;8,9;;;;Nunca;A veces;A menudo;Todo el tiempo;;;;;;;;
418;STEP_LABELED;fr_FR;Pleurez-vous devant un film ou en écoutant une chanson ?;8,9;;;;Jamais;Parfois;Souvent;Tout le temps;;;;;;;;
419;STEP_LABELED;en_US;Are you happy?;9;;;;Never;Sometimes;Half the time;Most of the time;Yes;;;;;;;
419;STEP_LABELED;es_ES;¿Es feliz?;9;;;;Nunca;A veces;La mitad del tiempo;La mayoría del tiempo;Sí;;;;;;;
419;STEP_LABELED;fr_FR;Etes-vous heureux?;9;;;;Jamais;Parfois;La moitié du temps;La plupart du temps;Oui;;;;;;;
420;CONTINUOUS;en_US;How old were you when you first had sex?;4;0;100;1;;;;;;;;;;;;
420;CONTINUOUS;es_ES;¿A qué edad tuviste tu primera relación sexual?;4;0;100;1;;;;;;;;;;;;
420;CONTINUOUS;fr_FR;A quel âge avez-vous eu votre premier rapport sexuel ?;4;0;100;1;;;;;;;;;;;;
421;STEP_LABELED;en_US;What is the perfect size for a dog?;5;;;;Tiny;Small;Medium;Large;Huge;;;;;;;
421;STEP_LABELED;es_ES;¿Cuál es el tamaño perfecto para un perro?;5;;;;Minúsculo;Pequeño;Medio;Grande;Enorme;;;;;;;
421;STEP_LABELED;fr_FR;Quelle est la taille parfaite pour un chien?;5;;;;Minuscule;Petit;Moyen;Grand;Énorme;;;;;;;
422;STEP_LABELED;en_US;How often do you go to the bathroom for a bowel movement?;5,8;;;;Several times a day;Once a day;Once every two days;Once a week;;;;;;;;
422;STEP_LABELED;es_ES;¿Con qué frecuencia va al baño a hacer sus necesidades?;5,8;;;;Varias veces al día;Una vez al día;Una vez cada dos días;Una vez a la semana;;;;;;;;
422;STEP_LABELED;fr_FR;A quelle fréquence allez-vous aux toilettes pour le grosse commission?;5,8;;;;Plusieurs fois par jour;Une fois par jour;Une fois tous les deux jours;Une fois par semaine;;;;;;;;
423;STEP_LABELED;en_US;Have you ever made love while acting out a scenario with your partner? ;4;;;;Never;Sometimes;Regularly;Often;All the time;;;;;;;
423;STEP_LABELED;es_ES;¿Alguna vez has hecho el amor inventando un escenario con tu pareja? ;4;;;;Nunca;A veces;Regularmente;A menudo;Todo el tiempo;;;;;;;
423;STEP_LABELED;fr_FR;Avez-vous déjà fait l'amour en inventant un scénario avec votre partenaire? ;4;;;;Jamais;Parfois;Régulièrement;Souvent;Tout le temps;;;;;;;
424;CONTINUOUS;en_US;How many people did you have a relationship with before finding the right one?;4,7;0;20;1;;;;;;;;;;;;
424;CONTINUOUS;es_ES;¿Con cuántas personas has tenido una historia de amor antes de encontrar a la persona adecuada?;4,7;0;20;1;;;;;;;;;;;;
424;CONTINUOUS;fr_FR;Avec combien de personnes avez-vous vécu une histoire d'amour avant de trouver la bonne ?;4,7;0;20;1;;;;;;;;;;;;
425;CONTINUOUS;en_US;How many days can you go without washing your hair?;8;0;50;1;;;;;;;;;;;;
425;CONTINUOUS;es_ES;¿Cuántos días puedes pasar sin lavarte el pelo?;8;0;50;1;;;;;;;;;;;;
425;CONTINUOUS;fr_FR;Combien de jours pouvez-vous passer sans vous laver la tête ?;8;0;50;1;;;;;;;;;;;;
426;STEP_LABELED;en_US;Do you argue with your spouse?;4;;;;Never;Once;Regularly;Often;All the time;;;;;;;
426;STEP_LABELED;es_ES;¿Discutes con tu pareja?;4;;;;Nunca;Una vez;Regularmente;A menudo;Todo el tiempo;;;;;;;
426;STEP_LABELED;fr_FR;Vous disputez-vous avec votre conjoint?;4;;;;Jamais;Une fois;Régulièrement;Souvent;Tout le temps;;;;;;;
427;STEP_LABELED;en_US;Have you ever had premonitory dreams? ;1,8;;;;Never;Sometimes;Regularly;Often;All the time;;;;;;;
427;STEP_LABELED;es_ES;¿Alguna vez has tenido sueños premonitorios? ;1,8;;;;Nunca;A veces;Regularmente;A menudo;Todo el tiempo;;;;;;;
427;STEP_LABELED;fr_FR;Vous est-il déjà arrivé de faire des rêves prémonitoires? ;1,8;;;;Jamais;Parfois;Régulièrement;Souvent;Tout le temps;;;;;;;
428;STEP_LABELED;en_US;Do you wash your hands after using the bathroom? ;8;;;;Never;Rarely;Occasionally;Often;All the time;;;;;;;
428;STEP_LABELED;es_ES;¿Te lavas las manos después de ir al baño? ;8;;;;Nunca;Rara vez;Ocasionalmente;A menudo;Todo el tiempo;;;;;;;
428;STEP_LABELED;fr_FR;Vous-lavez vous les mains après être passé aux toilettes? ;8;;;;Jamais;Rarement;Occasionnellement;Souvent;Tout le temps;;;;;;;
429;STEP_LABELED;en_US;How often do you watch porn?;4;;;;Never;Once a month;Once a week;Twice a week;Once a day;Twice a day;As much as possible;;;;;
429;STEP_LABELED;es_ES;¿Con qué frecuencia ves porno?;4;;;;Nunca;Una vez al mes;Una vez a la semana;Dos veces a la semana;Una vez al día;Dos veces al día;Tanto como sea posible;;;;;
429;STEP_LABELED;fr_FR;A quelle fréquence regardez-vous du porno ?;4;;;;Jamais;1 fois par mois;1 fois par semaine;2 fois par semaine;1 fois par jour;2 fois par jour;Autant que possible;;;;;
430;STEP_LABELED;en_US;Someone offers you either $100 today or extra money in a month from now. How much would it take to make you wait?;1,5;;;;1 more;5 more;10 more;25 more;50 more;100 more;500 more;1000 more;;;;
430;STEP_LABELED;es_ES;Alguien te ofrece 100 dólares hoy o dinero extra dentro de un mes. ¿Qué cantidad te haría esperar?;1,5;;;;1 más;5 más;10 más;25 más;50 más;100 más;500 más;1000 más;;;;
430;STEP_LABELED;fr_FR;Quelqu'un vous offre soit 100 $ aujourd'hui, soit de l' argent supplémentaire dans un mois à partir de maintenant. Quel montant suffirait à vous faire attendre?;1,5;;;;1 de plus;5 de plus;10 de plus;25 de plus;50 de plus;100 de plus;500 de plus;1000 de plus;;;;
431;STEP_LABELED;en_US;Have you ever had an enema?;8;;;;Never;Once;Regularly;Often;All the time;;;;;;;
431;STEP_LABELED;es_ES;¿Alguna vez te han hecho un enema?;8;;;;Nunca;Una vez;Regularmente;A menudo;Todo el tiempo;;;;;;;
431;STEP_LABELED;fr_FR;Avez-vous déjà subi un lavement?;8;;;;Jamais;Une fois;Régulièrement;Souvent;Tout le temps;;;;;;;
432;STEP_LABELED;en_US;How much would you accept to pose naked in a magazine? ;4,5;;;;For free;100;200;500;1000;10000;50000;100000;1000000;Never in my life!;;
432;STEP_LABELED;es_ES;¿Por qué cantidad aceptarías posar desnudo/a en una revista? ;4,5;;;;Gratis;100;200;500;1000;10000;50000;100000;1000000;¡Nunca en mi vida!;;
432;STEP_LABELED;fr_FR;Pour quel montant accepteriez-vous de poser nu(e) dans un magazine ? ;4,5;;;;Gratuitement;100;200;500;1000;10000;50000;100000;1000000;Jamais de la vie! ;;
433;STEP_LABELED;en_US;Do you read or play games on the toilet?;8;;;;Never;Sometimes;Half the time;Often;All the time;;;;;;;
433;STEP_LABELED;es_ES;¿Lees o juegas en el baño?;8;;;;Nunca;A veces;La mitad del tiempo;A menudo;Todo el tiempo;;;;;;;
433;STEP_LABELED;fr_FR;Lisez-vous ou jouez-vous aux toilettes ?;8;;;;Jamais;Parfois;La moitié du temps;Souvent;Tout le temps;;;;;;;
434;STEP_LABELED;en_US;Have you ever cheated on your taxes? ;8;;;;Never;Sometimes;Regularly;Very often;All the time;;;;;;;
434;STEP_LABELED;es_ES;¿Alguna vez has defraudado al fisco? ;8;;;;Nunca;A veces;Regularmente;Muy a menudo;Todo el tiempo;;;;;;;
434;STEP_LABELED;fr_FR;Avez-vous déjà fraudé les impôts? ;8;;;;Jamais;Parfois;Régulièrement;Très souvent;Tout le temps;;;;;;;
435;STEP_LABELED;en_US;Have you ever had an STD?;4,8;;;;Never;Once;Several times;Too often;For life;;;;;;;
435;STEP_LABELED;es_ES;¿Alguna vez has tenido una ETS?;4,8;;;;Nunca;Una vez;Varias veces;Demasiado a menudo;Para siempre;;;;;;;
435;STEP_LABELED;fr_FR;Avez-vous déjà eu une M.S.T?;4,8;;;;Jamais;Une fois;Plusieurs fois;Trop souvent;A vie;;;;;;;
436;STEP_LABELED;en_US;Have you ever cheated on an exam?;8;;;;Never;Sometimes;Regularly;Often;All the time;;;;;;;
436;STEP_LABELED;es_ES;¿Alguna vez has copiado en un examen?;8;;;;Nunca;A veces;Regularmente;A menudo;Todo el tiempo;;;;;;;
436;STEP_LABELED;fr_FR;Avez-vous déjà triché lors d'examens?;8;;;;Jamais;Parfois;Régulièrement;Souvent;Tout le temps;;;;;;;
437;STEP_LABELED;en_US;In how many years will commercial space travel become available to the general public?;3;;;;In 1 year;In 5 years;In 10 years;In 20 years;In 50 years;In 100 years;Never;;;;;
437;STEP_LABELED;es_ES;¿En cuántos años estarán disponibles los viajes espaciales comerciales para el público en general?;3;;;;En 1 año;En 5 años;En 10 años;En 20 años;En 50 años;En 100 años;Nunca;;;;;
437;STEP_LABELED;fr_FR;Dans combien d'années les voyages spaciaux commerciaux deviendront disponibles au grand public ?;3;;;;Dans 1 an;Dans 5 ans;Dans 10 ans;Dans 20 ans;Dans 50 ans;Dans 100 ans;Jamais;;;;;
438;CONTINUOUS;en_US;What is the maximum age difference you have had with your spouse?;4;0;50;1;;;;;;;;;;;;
438;CONTINUOUS;es_ES;¿Cuál es la diferencia máxima de edad que has tenido con tu pareja?;4;0;50;1;;;;;;;;;;;;
438;CONTINUOUS;fr_FR;Quel est l'écart maximum d'âge que vous avez eu avec votre conjoint ?;4;0;50;1;;;;;;;;;;;;
439;STEP_LABELED;en_US;Do you sometimes defend a political opinion you don't believe in just to be contrary?;2;;;;Never;Once;Regularly;Often;All the time;;;;;;;
439;STEP_LABELED;es_ES;¿Alguna vez defiendes una opinión política en la que no crees por espíritu de oposición?;2;;;;Nunca;Una vez;Regularmente;A menudo;Todo el tiempo;;;;;;;
439;STEP_LABELED;fr_FR;Défendez-vous parfois une opinion politique à laquelle vous ne croyez pas par esprit d'opposition?;2;;;;Jamais;Une fois;Régulièrement;Souvent;Tout le temps;;;;;;;
440;STEP_LABELED;en_US;Do you lack self-confidence?;9;;;;Not at all;A little;A lot;All the time;;;;;;;;
440;STEP_LABELED;es_ES;¿Te falta confianza en ti mismo?;9;;;;Para nada;Un poco;Mucho;Todo el tiempo;;;;;;;;
440;STEP_LABELED;fr_FR;Manquez-vous de confiance en vous ?;9;;;;Pas du tout ;Un peu;Beaucoup;Tout le temps;;;;;;;;
441;STEP_LABELED;en_US;What is the largest donation you have ever made?;8;;;;5 euros or less;Between 6 and 10 euros;Between 11 and 20 euros;Between 21 and 50 euros;Between 51 and 100 euros;Between 101 and 200 euros;Between 201 and 1000 euros;More than 1000 euros;;;;
441;STEP_LABELED;es_ES;¿Cuál es la mayor donación que has hecho?;8;;;;5 euros o menos;Entre 6 y 10 euros;Entre 11 y 20 euros;Entre 21 y 50 euros;Entre 51 y 100 euros;Entre 101 y 200 euros;Entre 201 y 1000 euros;Más de 1000 euros;;;;
441;STEP_LABELED;fr_FR;Quel est le don maximum que vous avez fait ?;8;;;;5 euros ou moins;Entre 6 et 10 euros;Entre 11 et 20 euros;Entre 21 et 50 euros;Entre 51 et 100 euros;Entre 101 et 200 euros;Entre 201 et 1000 euros;Plus de 1000 euros;;;;
442;STEP_LABELED;en_US;Do you find it difficult to say no?;7,9;;;;Not at all;A little;A lot;I never say no;;;;;;;;
442;STEP_LABELED;es_ES;¿Te cuesta decir que no?;7,9;;;;Para nada;Un poco;Mucho;Nunca digo que no;;;;;;;;
442;STEP_LABELED;fr_FR;Vous est il difficile de dire non ?;7,9;;;;Pas du tout;Un peu;Beaucoup;Je ne dis jamais non;;;;;;;;
443;STEP_LABELED;en_US;Have you ever deliberately peed next to the toilet?;5;;;;Never;Sometimes;Regularly;Often;All the time;;;;;;;
443;STEP_LABELED;es_ES;¿Alguna vez has orinado a propósito fuera del inodoro?;5;;;;Nunca;A veces;Regularmente;A menudo;Todo el tiempo;;;;;;;
443;STEP_LABELED;fr_FR;Avez-vous déjà fait pipi exprès à côté des toilettes? ;5;;;;Jamais;Parfois;Régulièrement;Souvent;Tout le temps;;;;;;;
444;STEP_LABELED;en_US;How well do you know yourself?;9;;;;No;Not enough;I'm working on it;Rather;Yes;;;;;;;
444;STEP_LABELED;es_ES;¿Te conoces bien a ti mismo?;9;;;;No;No lo suficiente;Estoy trabajando en ello;Más bien;Sí;;;;;;;
444;STEP_LABELED;fr_FR;Vous connaissez-vous bien vous-même ?;9;;;;Non;Pas assez;J'y travaille;Plutôt;Oui;;;;;;;
445;STEP_LABELED;en_US;Have you ever lent money to a friend? ;8;;;;Never;Sometimes;Regularly;Very often;All the time;;;;;;;
445;STEP_LABELED;es_ES;¿Alguna vez le ha prestado dinero a un amigo? ;8;;;;Nunca;A veces;Regularmente;Muy a menudo;Todo el tiempo;;;;;;;
445;STEP_LABELED;fr_FR;Avez-vous déjà prêté de l'argent à un ami? ;8;;;;Jamais;Parfois;Régulièrement;Très souvent;Tout le temps;;;;;;;
446;STEP_LABELED;en_US;What is the largest amount of money you have ever inherited?;8;;;;Nothing;Less than 20,000;Between 20,000 and 40,000;Between 40,000 and 75,000;Between 75,000 and 100,000;Between 100,000 and 200,000;Between 200,000 and 300,000;Between 300,000 and 500,000;Between 500,000 and 1M;More than 1M;;
446;STEP_LABELED;es_ES;¿Cuál es la mayor cantidad de dinero que ha heredado?;8;;;;Nada;Menos de 20,000;Entre 20,000 y 40,000;Entre 40,000 y 75,000;Entre 75,000 y 100,000;Entre 100,000 y 200,000;Entre 200,000 y 300,000;Entre 300,000 y 500,000;Entre 500,000 y 1M;Más de 1M;;
446;STEP_LABELED;fr_FR;Quel est le montant maximum dont vous avez hérité ?;8;;;;Rien;Moins de 20 000;Entre 20 000  et 40 000;Entre 40000 et 75 000;Entre 75 000 et 100 000;Entre 100 000 et 200 000;Entre 200 000 et 300 000;Entre 300 000 et 500 000;Entre 500 000 et 1M;Plus de 1M;;
447;STEP_LABELED;en_US;Have you ever had hemorrhoids?;8;;;;Never;Once;Regularly;Often;;;;;;;;
447;STEP_LABELED;es_ES;¿Alguna vez ha tenido hemorroides?;8;;;;Nunca;Una vez;Regularmente;A menudo;;;;;;;;
447;STEP_LABELED;fr_FR;Avez-vous déjà eu des hémorroïdes?;8;;;;Jamais;Une fois;Régulièrement;Souvent;;;;;;;;
448;CONTINUOUS;en_US;When did you have your first French kiss?;4;0;50;1;;;;;;;;;;;;
448;CONTINUOUS;es_ES;¿Cuándo fue la primera vez que besaste con lengua?;4;0;50;1;;;;;;;;;;;;
448;CONTINUOUS;fr_FR;Quand avez-vous embrassé la première fois avec la langue ?;4;0;50;1;;;;;;;;;;;;
449;STEP_LABELED;en_US;Have you ever deflowered someone?;4;;;;Never;Once;Several times;;;;;;;;;
449;STEP_LABELED;es_ES;¿Alguna vez ha desvirgado a alguien?;4;;;;Nunca;Una vez;Varias veces;;;;;;;;;
449;STEP_LABELED;fr_FR;Avez-vous déjà dépucelé quelqu'un?;4;;;;Jamais;Une fois;Plusieurs fois;;;;;;;;;
450;CONTINUOUS;en_US;What percentage of people would not wish you a happy birthday if it wasn't written on your Facebook page?;7;0%;100%;10%;;;;;;;;;;;;
450;CONTINUOUS;es_ES;¿Qué porcentaje de personas no te felicitaría por tu cumpleaños si no lo pusieras en Facebook?;7;0%;100%;10%;;;;;;;;;;;;
450;CONTINUOUS;fr_FR;Quel pourcentage de gens ne vous souhaiterait pas votre anniversaire si ce n'était pas écrit sur votre facebook ?;7;0%;100%;10%;;;;;;;;;;;;
451;STEP_LABELED;en_US;Have you ever booked a hotel room for a romantic rendezvous?;4;;;;Never;Sometimes;Regularly;Very often;All the time;;;;;;;
451;STEP_LABELED;es_ES;¿Alguna vez ha reservado una habitación de hotel para una cita romántica?;4;;;;Nunca;A veces;Regularmente;Muy a menudo;Todo el tiempo;;;;;;;
451;STEP_LABELED;fr_FR;Avez-vous déjà réservé une chambre d'hôtel pour un rdv galant?;4;;;;Jamais;Parfois;Régulièrement;Très souvent;Tout le temps;;;;;;;
452;STEP_LABELED;en_US;Do you buy scratch-off lottery tickets?;8;;;;Never;Sometimes;Regularly;Often;All the time;;;;;;;
452;STEP_LABELED;es_ES;¿Compra tarjetas rasca y gana?;8;;;;Nunca;A veces;Regularmente;A menudo;Todo el tiempo;;;;;;;
452;STEP_LABELED;fr_FR;Achetez-vous des jeux à gratter?;8;;;;Jamais;Parfois;Régulièrement;Souvent;Tout le temps;;;;;;;
453;STEP_LABELED;en_US;Have you ever been attracted to someone of the same sex as you?;4;;;;Never;Once;A few times;All the time;;;;;;;;
